Nome: CAMPOS
Codigo Estacao: 83698
Latitude: -21.74249999
Longitude: -41.33277777
Altitude: 11.2
Situacao: Operante
Data Inicial: 1961-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA AO NIVEL DO MAR, MEDIA MENSAL(mB);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
1976-05-31;0;48,7;null;null;152,7;7,566667;15;96,1;null;1015,124731;27,916129;22,832258;19,451613;81,217742;6;1,580645;72,8;
1976-06-30;0;58,8;null;null;201,2;4,244444;3;1,7;null;1016,392222;28,246667;21,852667;17,873333;79,45;7;1,855556;73,166667;
1976-07-31;0;51,5;null;null;183,8;5,462366;11;91,2;null;1020,078495;25,825806;20,440645;16,806452;81,967742;6;1,634409;72,032258;
1976-08-31;0;58,2;null;null;179,7;5,72043;8;105,3;null;1017,687097;27,022581;21,53871;17,983871;81,346774;7;1,784946;66,322581;
1976-09-30;0;37,8;null;null;104,4;8,111111;17;188;null;1015,187778;25,236667;21,452667;18,64;84,75;7;1,755556;64,666667;
1976-10-31;5;57,2;null;null;155,5;7,494624;14;146,9;null;1014,6;26,612903;22,290323;18,958065;80,322581;6;2,182796;73,774194;
1976-11-30;5;55,5;null;null;162,1;8,3;11;127;null;1011,431111;28,64;24,446667;21,263333;81,183333;7;1,9;74,8;
1976-12-31;0;54,1;null;null;135,5;8,709677;19;166,7;null;1009,601075;30,670968;25,446452;22,225806;82,66129;7;1,419355;74,387097;
1977-01-31;5;76,9;null;null;245,3;6,290323;9;71,6;null;1009,737634;31,680645;26,407742;22,725806;77,024194;7;1,83871;82,612903;
1977-02-28;5;87,9;null;null;288,4;2,583333;4;10,9;null;1014,690476;32,392857;26,912143;22,985714;73,946429;7;2,583333;83,75;
1977-03-31;5;90,9;null;null;232,2;5,623656;4;36,5;null;1011,491398;33,925806;27,397419;23,412903;74,645161;7;1,505376;76,870968;
1977-04-30;18;44,6;null;null;169,1;6,611111;10;185,7;null;1013,511111;29,78;24,870667;21,796667;79,508333;6;1,377778;76,2;
1977-05-31;0;34,9;null;null;212;5,602151;12;30,3;null;1016,086022;28,225806;22,528387;18,909677;80,879032;3;,645161;73,33871;
1977-06-30;0;26,2;null;null;203,4;4,922222;8;15,4;null;1017,644444;28,046667;22,174;18,233333;81,35;5;,955556;73,416667;
1977-07-31;0;70,6;null;null;246;3,365591;5;10,4;null;1017,392473;29,554839;22,436774;17,983871;77,129032;5;1,333333;74,758065;
1977-08-31;18;74,2;null;null;215,6;5,225806;7;12,7;null;1015,777419;28,790323;22,270323;18,06129;74,508065;9;1,892473;69,193548;
1977-09-30;5;63,7;null;null;165,4;5,955556;9;88,2;null;1017,085556;26,84;22,368667;19,066667;77,875;7;2,151111;69,466667;
1977-10-31;5;69,3;null;null;216,3;6,473118;12;85,4;null;1015,348387;28,822581;24,065806;20,616129;78;7;1,989247;71,677419;
1977-11-30;0;51,9;null;null;122,2;9,033333;21;320,8;null;1011,474444;28,95;24,619333;21,673333;82,45;7;1,466667;75,666667;
1977-12-31;0;63,1;null;null;151,6;8,193548;16;200,4;null;1012,636559;29,493548;24,948387;21,541935;79,233871;5;1,354839;79,806452;
1978-01-31;5;70,5;null;null;255,5;4,580645;7;54,5;null;1011,932258;31,806452;26,345806;22,677419;78,41129;7;2,204301;80,225806;
1978-02-28;0;67,4;null;null;149,5;6,892857;12;76,4;null;1011,691667;31,139286;26,053571;22,564286;77,848214;12;1,940476;77,75;
1978-03-31;5;82,8;null;null;253,3;5,010753;5;20,5;null;1013,274194;32,806452;26,67871;22,53871;76,491935;5;1,322581;80,258065;
1978-04-30;0;null;null;null;193,6;6,444444;11;66,2;null;null;29,73;null;20,673333;null;null;null;8,45;
1978-05-31;0;54,7;null;null;186,3;6,215054;10;61,1;null;1013,661957;27,887097;22,301935;18,645161;79,572581;5;,684783;75,580645;
1978-06-30;0;50,1;null;null;192,5;6,111111;6;25,5;null;1018,832222;26,506667;20,704;17,073333;80,191667;5;,988889;75,1;
1978-07-31;0;42,6;null;null;182;6,451613;15;56;null;1016,975269;27,190323;21,68;18,316129;83,104839;5;,731183;74,935484;
1978-08-31;0;63,6;null;null;230;4,387097;9;24;null;1018,664516;27,893548;21,519355;17,448387;76,75;9;1,55914;70,774194;
1978-09-30;0;75;null;null;164,3;7,577778;8;10,3;null;1018,278889;27,33;22,564667;18,84;71,533333;7;1,888889;73,266667;
1978-10-31;0;80,4;null;null;205,1;6,064516;9;69,4;null;1013,031183;29,412903;23,974839;20,012903;73,25;7;1,849462;65,387097;
1978-11-30;5;68,4;null;null;173,2;8,244444;12;192,8;null;1012,298889;29,413333;24,608;21,14;77,175;7;1,922222;71,366667;
1978-12-31;5;67,3;null;null;216,3;7,333333;12;151,2;null;1011,566667;30,764516;25,62129;21,948387;77,75;7;1,365591;75,774194;
1979-01-31;0;52;null;null;117,1;8,525641;17;237,2;null;1005,241026;28,685714;23,882308;21,060714;82,326923;5;1,102564;73,692308;
1979-02-28;5;null;null;null;139,4;6,578947;11;115,4;null;1004,519298;30,341667;25,78;22,4875;80,381579;7;1,631579;null;
1979-03-31;0;64,8;null;null;198,4;6,345238;9;56,5;null;1006,035714;30,844828;25,323571;21,444828;77,607143;4;,809524;80,571429;
1979-04-30;0;57,5;null;null;176;6,405797;9;31,7;null;1008,078261;29,525;23,688696;20,15;77,043478;4;,57971;76,086957;
1979-05-31;null;65,6;null;null;217,6;null;4;39,5;null;1008,154348;30,53;23,369333;19,98;77,25;3;null;null;
1979-06-30;0;null;null;null;161;4,661972;5;46,7;null;1014,68169;26,673077;20,8825;17,138462;79,552083;7;,802817;71,5;
1979-07-31;0;null;null;null;179,8;5,892473;5;20,6;null;1019,375926;25,79;20,268889;16,796774;78,194444;3;,962963;44,790323;
1979-08-31;null;60,2;null;null;215,5;null;6;6;null;1016,738462;29,106897;null;18,817241;null;3;null;null;
1979-09-30;5;59,5;null;null;162,3;6,577778;13;69,5;null;1016,651316;26,573333;21,6056;18,42;77,83;7;2,065789;56,4;
1979-10-31;5;81,7;null;null;188,3;7,08046;6;35,5;null;1013,395349;30,117241;24,648966;20,893103;72,887931;7;1,674419;71,241379;
1979-11-30;5;66,5;null;null;181,9;7,263889;12;49,5;null;1011,601389;29,737037;24,3325;20,77037;74,927083;7;1,654167;75,583333;
1979-12-31;null;68,3;null;null;167,3;null;10;106,1;null;1011,195652;31,97037;24,697333;22,340741;79,283333;5;null;null;
1980-01-31;0;57,9;null;null;171,2;8,641304;17;182,4;null;1011,074157;30,412903;25,639333;22,219355;80,433333;5;1,191011;70,112903;
1980-02-29;36;70,5;null;null;242,5;6,4;9;29,6;null;1010,149367;32,278571;26,720769;22,87931;75,365385;7;1,873418;67,631579;
1980-03-31;5;110,8;null;null;295,3;3,72043;2;2,3;null;1012,889011;33,783871;27,189333;22,693548;70,691667;7;2,307692;73,983871;
1980-04-30;0;null;null;null;148;7,622222;11;70,5;null;1014,509091;30,696667;24,969231;21,853333;80,59375;5;1,064935;63,2;
1980-05-31;0;64,2;null;null;246,7;4,903226;4;52;null;1016,41954;29,787097;23,766207;19,945161;77,603448;5;1,287356;70,419355;
1980-06-30;0;null;null;null;188,4;6,011111;5;21,1;null;1018,121333;27,36;21,6704;17,55;75,86;5;1,2;60,583333;
1980-07-31;36;null;null;null;200;6,075269;4;11,5;null;1017,645833;27,980645;21,8025;17,535484;78,119565;5;1,638889;46,241935;
1980-08-31;5;71,1;null;null;199,5;6,139785;7;15,1;null;1018,147619;28,223333;22,607857;18,577419;75,089286;6,1;2,714286;60,145161;
1980-09-30;5;null;null;null;155,7;7,633333;2;19,7;null;1016,134615;27,603448;22,234615;18,236667;71,41;6,6;3,119231;57,75;
1980-10-31;5;75,5;null;null;181,6;7,11828;12;102,2;null;1015,03;28,358065;23,604;20,229032;76,12931;7,1;3,167778;64,451613;
1980-11-30;5;76,2;null;null;176,4;7,855556;8;42,3;null;1013,083951;28,613333;24,135556;21,013333;73,907407;6,6;3,019753;67,442623;
1980-12-31;5;66;null;null;198,3;7,698925;15;184,6;null;1008,68;30,983871;26,142;22,8;79,408333;7,1;2,935556;74,645161;
1981-01-31;5;74,6;null;null;217,2;7,537634;14;50,1;null;1011,23;32,509677;26,688;22,990323;77,108333;6,3;2,411111;72,387097;
1981-02-28;5;84,5;null;null;230,7;5,642857;11;89,7;null;1013,941667;32,007143;26,859286;23,089286;74,330357;8,6;2,642857;76,642857;
1981-03-31;5;36;null;null;191;7,27957;14;104,2;null;1010,063441;31,9;26,402581;22,906452;78,790323;6,6;2,058065;71,419355;
1981-04-30;0;22;null;null;228,3;5,522222;11;95,3;null;1014,451724;29,266667;23,991034;20,093333;77,784483;5;1,9;75,266667;
1981-05-31;0;32;null;null;220,6;5,16129;7;17,2;null;1017,195699;28,470968;22,918065;19,070968;79,919355;4,5;1,567742;75,645161;
1981-06-30;32;62,1;null;null;166,6;6,477778;6;6,1;null;1017,815556;26,886667;21,328667;17,633333;77,741667;5;1,81;72,3;
1981-07-31;18;70,2;null;null;217,1;5,075269;5;17,2;null;1020,187356;26,819355;20,375172;16,190323;76,387931;6,6;2,173563;63,258065;
1981-08-31;5;72,8;null;null;203,3;5,623656;4;10,6;null;1017,446237;27,358065;21,810323;17,754839;74,685484;6,6;2,703226;62,290323;
1981-09-30;5;87,4;null;null;177,6;4,8;3;15;null;1016,265517;29,216667;23,106207;18,806667;71,5;7,3;3,16092;57,366667;
1981-10-31;5;57;null;null;96,9;8,277778;13;117,9;null;1014,1;26,416667;22,356667;19,45;78,375;5,8;2,466667;68,2;
1981-11-30;5;51,3;null;null;154;8,411111;13;238;null;1009,714444;29,563333;24,928667;21,873333;81,875;7,5;2,644444;71,233333;
1981-12-31;5;58,9;null;null;193,9;7,763441;16;142,5;null;1011,577419;30,093548;25,115484;21,703226;81,129032;6,3;2,731183;68,177419;
1982-01-31;5;58,1;null;null;168,1;7,849462;13;139,4;null;1012,392857;29,706452;25,131429;22,016129;80,125;6;2,379762;69,032258;
1982-02-28;5;78,5;null;null;251,3;4,654762;3;19,7;null;1012,953086;32,542857;26,740741;22,757143;75,37037;6,6;3,107407;71,607143;
1982-03-31;18;37,1;null;null;100,1;8,752688;23;130,9;null;1010,545977;30,16129;25,541379;22,651613;84,637931;6,3;1,889655;70,306452;
1982-04-30;18;52,4;null;null;199,3;6,688889;11;97,5;null;1015,49;28,606667;23,310667;19,543333;77,508333;6,3;1,852222;80,866667;
1982-05-31;18;45,5;null;null;168,8;6,526882;9;17,7;null;1017,015556;26,767742;21,571333;18,174194;80,258621;5;1,903333;73,241935;
1982-06-30;36;55,1;null;null;230,3;5,011111;4;6,8;null;1016,622222;29,36;22,606;18,366667;78,534483;4,5;1,643333;70,833333;
1982-07-31;5;62,9;null;null;231,8;4,247312;4;20,7;null;1017,73;28,277419;21,823333;17,732258;76,1;5,5;1,995556;67,16129;
1982-08-31;5;66,9;null;null;219,9;4,430108;5;67;null;1017,810753;28,177419;22,382581;18,435484;76,451613;7,5;2,886022;65,516129;
1982-09-30;18;72,7;null;null;176,3;6,022222;5;24,4;null;1017,061111;27,1;21,876667;18,283333;73,172414;7,3;2,858889;68,433333;
1982-10-31;5;67,6;null;null;143;7,336957;9;82,4;null;1013,004444;28,754839;23,706;20,283871;75,353448;7,1;2,896667;55,758065;
1982-11-30;5;77,1;null;null;191,8;6,377778;9;96,4;null;1010,885556;31,716667;26,054;22,22;75,827586;7,8;2,986667;61,366667;
1982-12-31;5;55,9;null;null;125;8,311111;20;141,6;null;1011,286667;29,776667;25,222;22,203333;81,491667;7;2,305556;69,033333;
1983-01-31;5;61,4;null;null;166,8;7,709677;20;138,3;null;1009,007527;31,322581;26,465161;23,103226;79,887097;6,6;2,26129;67,580645;
1983-02-28;5;69,3;null;null;201,3;5,488095;8;30,7;null;1011,920238;33,264286;27,295;23,467857;77,651786;6;2,708333;72,428571;
1983-03-31;5;71,3;null;null;175,3;6,193548;9;85,9;null;1011,947312;32,422581;26,447742;22,777419;77,41129;8,1;2,435484;73;
1983-04-30;0;50;null;null;164,5;7,4;8;110,8;null;1012,883333;30,12;24,816667;21,336667;79,916667;4,3;1,641111;75,033333;
1983-05-31;18;54,4;null;null;202,8;5,301075;8;23,7;null;1013,426882;29,606452;24,22129;20,803226;79,758065;6,1;1,867742;72,225806;
1983-06-30;18;45,1;null;null;166,7;6,088889;3;15,3;null;1016,265556;28,326667;22,451333;18,943333;80,85;5,5;1,751111;72,366667;
1983-07-31;18;60;null;null;227,3;5,129032;4;30,7;null;1016,276344;28,851613;22,267097;18,148387;76,83871;5;2,25914;71,419355;
1983-08-31;18;69,5;null;null;240,3;3,806452;6;4,1;null;1018,452688;28,335484;21,357419;16,8;72,741935;6,3;2,493548;64,290323;
1983-09-30;18;37,1;null;null;46,9;9,488889;24;208,4;null;1016,863333;24,973333;21,310667;18,953333;85,366667;7,3;2,281111;59,433333;
1983-10-31;5;52,8;null;null;146,4;8,11828;19;268,1;null;1015,283871;27,754839;23,426452;20,529032;81,193548;6,5;2,784946;67,032258;
1983-11-30;5;58,4;null;null;170,8;8,166667;15;171,2;null;1012,316667;30,026667;25,239333;21,903333;78,991667;5,5;2,708889;74,266667;
1983-12-31;5;71,7;null;null;173,6;8,344086;19;298,8;null;1011,334409;30,851613;25,770968;22,419355;81,185484;5,3;2,373118;72,483871;
1984-01-31;null;93,5;null;null;null;null;null;0;null;null;34,003226;null;23,377419;null;null;null;null;
1984-02-29;null;72,8;null;null;null;null;null;null;null;null;33,362069;null;24,22069;null;null;null;null;
1984-03-31;null;73,3;null;null;null;null;null;null;null;null;32,796774;null;22,867742;null;null;null;null;
1984-04-30;null;56,5;null;null;null;null;null;null;null;null;29,533333;null;21,166667;null;null;null;null;
1984-05-31;null;66,4;null;null;null;null;null;null;null;null;31,993548;null;20,722581;null;null;null;null;
1984-06-30;null;64,2;null;null;null;null;null;null;null;null;29,833333;null;19,223333;null;null;null;null;
1984-07-31;null;68,6;null;null;null;null;null;null;null;null;28,66129;null;18,322581;null;null;null;null;
1984-08-31;null;56,7;null;null;null;null;null;null;null;null;26,432258;null;17,845161;null;null;null;null;
1984-09-30;null;64,1;null;null;null;null;null;null;null;null;27,156667;null;18,713333;null;null;null;null;
1984-10-31;null;77;null;null;null;null;null;null;null;null;29,603226;null;20,851613;null;null;null;null;
1984-11-30;null;63;null;null;null;null;null;null;null;null;29,393333;null;21,34;null;null;null;null;
1984-12-31;null;47,7;null;null;null;null;null;null;null;null;29,364516;null;22,077419;null;null;null;null;
1985-01-31;null;43,7;null;null;null;null;null;null;null;null;29,912903;null;22,587097;null;null;null;null;
1985-02-28;null;68,4;null;null;null;null;null;null;null;null;33,046429;null;23,514286;null;null;null;null;
1985-03-31;null;52,8;null;null;null;null;null;null;null;null;31,96129;null;23,345161;null;null;null;null;
1985-04-30;null;60,2;null;null;null;null;null;null;null;null;31,206667;null;21,643333;null;null;null;null;
1985-05-31;null;50,1;null;null;null;null;null;null;null;null;27,967742;null;19,067742;null;null;null;null;
1985-06-30;null;57,6;null;null;null;null;null;null;null;null;27,846667;null;15,483333;null;null;null;null;
1985-07-31;null;62,4;null;null;null;null;null;null;null;null;26,554839;null;16,774194;null;null;null;null;
1985-08-31;null;66,5;null;null;null;null;null;null;null;null;27,983871;null;17,667742;null;null;null;null;
1985-09-30;null;60,5;null;null;null;null;null;null;null;null;26,483333;null;18,406667;null;null;null;null;
1985-10-31;null;63,9;null;null;null;null;null;null;null;null;28,464516;null;20,583871;null;null;null;null;
1985-11-30;null;64,8;null;null;null;null;null;null;null;null;29,213333;null;21,026667;null;null;null;null;
1985-12-31;null;62,2;null;null;null;null;null;null;null;null;30,145161;null;21,629032;null;null;null;null;
1986-01-31;null;90,7;null;null;191,1;null;null;null;null;null;27,783871;null;null;null;null;null;null;
1986-02-28;null;93,5;null;null;213,7;null;null;null;null;null;29,821429;null;17,6;null;null;null;null;
1986-03-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1986-04-30;null;89,4;null;null;194,5;null;null;null;null;null;27,143333;null;16,353333;null;null;null;null;
1986-05-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1986-06-30;null;57,8;null;null;102,9;null;null;null;null;null;28,236667;null;17,813333;null;null;null;null;
1986-07-31;null;55,9;null;null;186,2;null;null;null;null;null;26,706452;null;16,522581;null;null;null;null;
1986-08-31;null;63,2;null;null;197,2;null;null;null;null;null;28,364516;null;18,867742;null;null;null;null;
1986-09-30;null;67,7;null;null;176,6;null;null;null;null;null;27,236667;null;18,233333;null;null;null;null;
1986-10-31;null;73,1;null;null;190;null;null;null;null;null;28,419355;null;19,345161;null;null;null;null;
1986-11-30;null;86,6;null;null;245,8;null;null;null;null;null;31,306667;null;21,153333;null;null;null;null;
1986-12-31;null;78;null;null;147,1;null;null;null;null;null;32,687097;null;22,832258;null;null;null;null;
1987-01-31;null;75,8;null;null;215,3;null;null;null;null;null;33,483871;null;23,36129;null;null;null;null;
1987-02-28;null;70,8;null;null;221,7;null;null;null;null;null;32,889286;null;23,542857;null;null;null;null;
1987-03-31;null;62,8;null;null;189,9;null;null;null;null;null;31,790323;null;22,483871;null;null;null;null;
1987-04-30;null;75,8;null;null;219,7;null;null;null;null;null;32,193333;null;22,14;null;null;null;null;
1987-05-31;null;71,4;null;null;153,6;null;null;null;null;null;29,209677;null;19,945161;null;null;null;null;
1987-06-30;null;60;null;null;173,2;null;null;null;null;null;27,176667;null;17,69;null;null;null;null;
1987-07-31;null;78,5;null;null;237,2;null;null;null;null;null;29,43871;null;18,180645;null;null;null;null;
1987-08-31;null;92,5;null;null;190,9;null;null;null;null;null;28,258065;null;17,258065;null;null;null;null;
1987-09-30;null;66,4;null;null;106,5;null;null;null;null;null;26,953333;null;19,183333;null;null;null;null;
1987-10-31;null;70,7;null;null;153,5;null;null;null;null;null;29,632258;null;20,990323;null;null;null;null;
1987-11-30;null;64,7;null;null;165,3;null;null;null;null;null;30,166667;null;21,943333;null;null;null;null;
1987-12-31;null;60;null;null;156,9;null;null;null;null;null;31,048387;null;22,803226;null;null;null;null;
1988-01-31;null;83,7;null;null;249,9;null;null;null;null;null;34,029032;null;23,53871;null;null;null;null;
1988-02-29;null;57,2;null;null;152,8;null;null;null;null;null;32,862069;null;23,441379;null;null;null;null;
1988-03-31;null;63,8;null;null;232,2;null;null;null;null;null;32,141935;null;22,709677;null;null;null;null;
1988-04-30;null;61,1;null;null;164,6;null;null;null;null;null;30,316667;null;22,063333;null;null;null;null;
1988-05-31;null;47,2;null;null;193,1;null;null;null;null;null;29,148387;null;20,177419;null;null;null;null;
1988-06-30;null;48,7;null;null;187;null;null;null;null;null;26,496667;null;16,97;null;null;null;null;
1988-07-31;null;48,5;null;null;189,9;null;null;null;null;null;25,093548;null;15,693548;null;null;null;null;
1988-08-31;null;66,5;null;null;207,1;null;null;null;null;null;27,058065;null;16,490323;null;null;null;null;
1988-09-30;null;62,6;null;null;163;null;null;null;null;null;27,823333;null;18,633333;null;null;null;null;
1988-10-31;null;45,4;null;null;119,6;null;null;null;null;null;27,335484;null;19,874194;null;null;null;null;
1988-11-30;null;55,7;null;null;144,6;null;null;null;null;null;28,753333;null;20,223333;null;null;null;null;
1988-12-31;null;56,2;null;null;196,9;null;null;null;null;null;30,816129;null;22,112903;null;null;null;null;
1989-01-31;null;86,1;null;null;264;null;null;null;null;null;33,177419;null;22,990323;null;null;null;null;
1989-02-28;null;82,6;null;null;241,3;null;null;null;null;null;35,95;null;23,428571;null;null;null;null;
1989-03-31;null;67,7;null;null;226,8;null;null;null;null;null;32,893548;null;23,074194;null;null;null;null;
1989-04-30;null;66,1;null;null;242,6;null;null;null;null;null;32,48;null;22,01;null;null;null;null;
1989-05-31;null;52,6;null;null;210,6;null;null;null;null;null;28,335484;null;18,493548;null;null;null;null;
1989-06-30;null;40,5;null;null;163,6;null;null;null;null;null;26,403333;null;17,653333;null;null;null;null;
1989-07-31;null;63,4;null;null;198,3;null;null;null;null;null;26,570968;null;16,187097;null;null;null;null;
1989-08-31;null;59,8;null;null;181,3;null;null;null;null;null;26,890323;null;18,132258;null;null;null;null;
1989-09-30;null;61,8;null;null;143,3;null;null;null;null;null;28,136667;null;18,803333;null;null;null;null;
1989-10-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1989-11-30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1989-12-31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
1990-01-31;null;null;null;null;null;null;null;null;null;null;34,535484;null;22,896774;null;null;null;null;
1990-02-28;null;null;null;null;null;null;null;null;null;null;35,564286;null;23,389286;null;null;null;null;
1990-03-31;null;null;null;null;null;null;null;null;null;null;34,5;null;23,709677;null;null;null;null;
1990-04-30;null;null;null;null;null;null;null;null;null;null;33,716667;null;22,943333;null;null;null;null;
1990-05-31;null;null;null;null;null;null;null;null;null;null;29,354839;null;19,064516;null;null;null;null;
1990-06-30;null;null;null;null;null;null;null;null;null;null;28,81;null;18,023333;null;null;null;null;
1990-07-31;null;null;null;null;null;null;null;null;null;null;26,741935;null;18,087097;null;null;null;null;
